Date,Mkt-RF,SMB,HML,RMW,CMA,RF
05-18-2018,-0.23,0.46,-0.62,0.14,-0.22,0.006
05-21-2018,0.72,-0.18,0.44,0.15,0.11,0.006
05-22-2018,-0.42,-0.65,0.61,-0.3,-0.37,0.006
05-23-2018,0.29,-0.06,-0.69,0,-0.33,0.006
05-24-2018,-0.16,0.34,-0.35,0.5,0.09,0.006
05-25-2018,-0.22,0.24,-0.39,0.59,-0.53,0.006
05-29-2018,-1.03,1.11,-1.03,0.17,-0.02,0.006
05-30-2018,1.31,0.03,0.37,-0.74,0.19,0.006
05-31-2018,-0.7,0.05,-0.43,-0.5,-0.17,0.006
06-01-2018,1.06,-0.21,-0.1,-0.07,-0.2,0.006
06-04-2018,0.48,0.17,-0.45,1.08,-0.32,0.006
06-05-2018,0.16,0.78,-0.44,0.2,0.08,0.006
06-06-2018,0.86,-0.27,0.21,0.01,0.16,0.006
06-07-2018,-0.14,-0.25,0.93,0.17,0.62,0.006
06-08-2018,0.31,0.05,-0.4,0.24,-0.2,0.006
06-11-2018,0.12,0.15,-0.16,0.22,0.23,0.006
06-12-2018,0.23,0.19,-0.63,0.1,-0.17,0.006
06-13-2018,-0.33,0.02,-0.2,-0.58,-0.18,0.006
06-14-2018,0.28,0.2,-1.01,-0.02,-0.61,0.006
06-15-2018,-0.07,0.11,-0.25,0.69,-0.16,0.006
06-18-2018,-0.09,0.74,0.08,-0.44,0.04,0.006
06-19-2018,-0.38,0.52,-0.14,-0.24,-0.37,0.006
06-20-2018,0.23,0.66,-0.51,-0.17,0.09,0.006
06-21-2018,-0.73,-0.56,0.33,0.5,0.09,0.006
06-22-2018,0.11,-0.08,0.46,-0.52,0.91,0.006
06-25-2018,-1.48,-0.46,0.57,0.65,0.17,0.006
06-26-2018,0.27,0.51,-0.24,-0.51,0.06,0.006
06-27-2018,-1.02,-1.01,0.36,-0.07,0.52,0.006
06-28-2018,0.58,-0.2,-0.51,-0.2,-0.58,0.006
06-29-2018,0.06,-0.24,-0.24,-0.25,0.01,0.006
07-02-2018,0.36,0.45,-0.25,-0.08,-0.54,0.008
07-03-2018,-0.44,0.76,-0.02,-0.28,0.45,0.008
07-05-2018,0.87,0.39,-0.43,0.33,-0.17,0.008
07-06-2018,0.88,-0.02,-0.3,-0.26,-0.15,0.008
07-09-2018,0.94,-0.29,0.86,0.01,-0.21,0.008
07-10-2018,0.21,-0.83,-0.16,0.11,0.29,0.008
07-11-2018,-0.7,-0.06,-0.46,-0.12,-0.33,0.008
07-12-2018,0.85,-0.44,-1.16,-0.04,-0.48,0.008
07-13-2018,0.08,-0.18,-0.29,0.33,0.18,0.008
07-16-2018,-0.16,-0.61,0.97,-0.21,-0.14,0.008
07-17-2018,0.48,0.17,-0.74,0.13,-0.23,0.008
07-18-2018,0.27,-0.15,0.68,-0.17,-0.15,0.008
07-19-2018,-0.34,0.92,-0.36,0.22,0.04,0.008
07-20-2018,-0.1,-0.17,0.11,0.09,-0.22,0.008
07-23-2018,0.16,-0.19,0.54,-0.21,-0.2,0.008
07-24-2018,0.22,-1.33,0.39,0.49,0.08,0.008
07-25-2018,0.84,-0.59,-1.06,0.07,-0.33,0.008
07-26-2018,-0.21,0.77,0.58,-0.04,0.59,0.008
07-27-2018,-0.82,-1.21,1.06,0.51,0.5,0.008
07-30-2018,-0.71,0.02,1.59,0.31,1.03,0.008
07-31-2018,0.51,0.72,-1.1,0.27,0.24,0.008
08-01-2018,-0.13,-0.01,-0.22,-0.16,-0.79,0.007
08-02-2018,0.67,0.19,-0.65,-0.03,-0.55,0.007
08-03-2018,0.31,-0.93,0.51,0.63,0.38,0.007
08-06-2018,0.46,0.23,-0.33,-0.31,-0.21,0.007
08-07-2018,0.29,-0.02,-0.15,-0.31,-0.15,0.007
08-08-2018,-0.04,-0.12,0.26,-0.03,-0.07,0.007
08-09-2018,-0.05,0.35,-0.35,0.02,-0.23,0.007
08-10-2018,-0.6,0.31,-0.21,-0.27,0.24,0.007
08-13-2018,-0.46,-0.21,-0.29,0.31,0.03,0.007
08-14-2018,0.69,0.32,0.22,0.35,0.2,0.007
08-15-2018,-0.91,-0.52,-0.14,0.64,-0.11,0.007
08-16-2018,0.86,-0.03,0.26,-0.09,0.41,0.007
08-17-2018,0.3,0.13,0.01,0.22,0.16,0.007
08-20-2018,0.25,0.15,0.14,0.1,0.14,0.007
08-21-2018,0.33,0.92,0.14,-0.25,-0.27,0.007
08-22-2018,0.05,0.29,-0.35,-0.51,-0.28,0.007
08-23-2018,-0.19,-0.1,-0.33,-0.01,-0.18,0.007
08-24-2018,0.63,-0.08,-0.58,-0.31,-0.19,0.007
08-27-2018,0.74,-0.61,-0.16,-0.2,-0.39,0.007
08-28-2018,-0.01,-0.12,-0.23,0.11,-0.05,0.007
08-29-2018,0.56,-0.14,-0.57,-0.15,-0.28,0.007
08-30-2018,-0.41,0.23,-0.42,-0.22,-0.12,0.007
08-31-2018,0.08,0.46,-0.38,0.17,-0.14,0.007
09-04-2018,-0.11,-0.33,0.01,-0.05,-0.14,0.008
09-05-2018,-0.41,-0.04,0.67,0.47,0.6,0.008
09-06-2018,-0.44,-0.37,-0.25,0.43,0.34,0.008
09-07-2018,-0.18,0.08,-0.22,0.03,0.03,0.008
09-10-2018,0.23,0.08,-0.36,0.07,-0.21,0.008
09-11-2018,0.37,-0.34,-0.24,-0.13,-0.42,0.008
09-12-2018,0.03,-0.12,-0.23,0.05,0.55,0.008
09-13-2018,0.45,-0.49,-0.39,0.05,-0.05,0.008
09-14-2018,0.12,0.31,0.26,-0.13,-0.04,0.008
09-17-2018,-0.72,-0.35,0.86,0.32,0.75,0.008
09-18-2018,0.57,0.03,-0.48,-0.22,-0.23,0.008
09-19-2018,0.05,-0.51,1.28,-0.45,-0.03,0.008
09-20-2018,0.77,0.29,-0.24,0.05,-0.08,0.008
09-21-2018,-0.13,-0.43,0.31,0.22,0.66,0.008
09-24-2018,-0.31,-0.04,-0.89,-0.47,-0.28,0.008
09-25-2018,-0.05,0.2,-0.38,-0.34,-0.07,0.008
09-26-2018,-0.4,-0.48,-0.62,0.51,0.12,0.008
09-27-2018,0.27,-0.34,-0.54,0.1,-0.33,0.008
09-28-2018,-0.03,0.34,-0.19,0.12,0.18,0.008
10-01-2018,0.16,-1.63,0.36,-0.11,0.03,0.008
10-02-2018,-0.21,-0.94,0.57,0.12,0.35,0.008
10-03-2018,0.2,0.89,0.5,-0.38,-0.22,0.008
10-04-2018,-0.93,-0.8,1.58,0.13,0.78,0.008
10-05-2018,-0.64,-0.4,0.38,-0.38,0.43,0.008
10-08-2018,-0.18,-0.24,1.24,0.51,0.65,0.008
10-09-2018,-0.18,-0.41,0.28,-0.5,0.21,0.008
10-10-2018,-3.33,0.41,1.09,0.22,0.82,0.008
10-11-2018,-1.96,0.38,-0.92,0.43,-0.57,0.008
10-12-2018,1.39,-1.11,-1.75,0.07,-0.44,0.008
10-15-2018,-0.48,0.99,0.52,0.37,0.51,0.008
10-16-2018,2.25,0.57,-1.45,-0.23,-0.68,0.008
10-17-2018,-0.09,-0.61,0.23,-0.24,0.16,0.008
10-18-2018,-1.54,-0.53,0.42,-0.36,0.37,0.008
10-19-2018,-0.24,-1.27,0.7,0.44,0.59,0.008
10-22-2018,-0.38,0.35,-1.26,1.11,-0.15,0.008
10-23-2018,-0.62,-0.17,-0.42,0.17,-0.08,0.008
10-24-2018,-3.33,-0.83,0.76,0.36,1.28,0.008
10-25-2018,1.93,0.31,-0.6,-0.17,-1.09,0.008
10-26-2018,-1.65,0.59,0.35,-0.34,0.51,0.008
10-29-2018,-0.76,-0.1,1.62,0,1,0.008
10-30-2018,1.66,0.46,0.09,0.36,0.33,0.008
10-31-2018,1.21,-0.7,-0.74,-0.41,-0.99,0.008
11-01-2018,1.29,1.21,-1.12,-0.26,-0.52,0.008
11-02-2018,-0.53,0.85,0.67,-0.47,0.2,0.008
11-05-2018,0.4,-0.89,1.57,-0.5,0.79,0.008
11-06-2018,0.57,-0.15,0.02,0.28,0.21,0.008
11-07-2018,2.12,-0.51,-1.05,-0.39,-0.8,0.008
11-08-2018,-0.28,-0.17,0.25,0.42,0.33,0.008
11-09-2018,-1.04,-0.84,0.41,0.64,0.69,0.008
11-12-2018,-2.06,0.1,0.84,0.53,0.93,0.008
11-13-2018,-0.13,-0.05,0.16,0.21,-0.3,0.008
11-14-2018,-0.78,0.04,-0.27,0.6,0.13,0.008
11-15-2018,1.18,0.31,-0.39,-0.85,-0.73,0.008
11-16-2018,0.15,-0.02,-0.06,-0.77,0.19,0.008
11-19-2018,-1.88,-0.39,2.32,0.21,1.24,0.008
11-20-2018,-1.85,0.04,-0.54,-0.32,-0.27,0.008
11-21-2018,0.51,0.95,-0.33,-0.34,0,0.008
11-23-2018,-0.55,0.76,-0.61,0.3,-0.05,0.008
11-26-2018,1.62,-0.69,-0.2,-0.41,-0.76,0.008
11-27-2018,0.11,-1.05,0.25,0.6,0.12,0.008
11-28-2018,2.42,0.3,-1.16,0.08,-0.96,0.008
11-29-2018,-0.22,-0.2,-0.09,-0.48,0.02,0.008
11-30-2018,0.79,-0.37,-0.44,0.24,-0.22,0.008
12-03-2018,1.13,-0.11,-0.79,-0.28,-0.59,0.01
12-04-2018,-3.46,-1.03,-0.22,-0.11,0.97,0.01
12-06-2018,-0.16,-0.06,-1.06,0.14,-0.31,0.01
12-07-2018,-2.36,0.27,1.33,-0.49,0.63,0.01
12-10-2018,0.1,-0.36,-1.64,0.29,-0.29,0.01
12-11-2018,-0.08,-0.15,-0.42,0.17,-0.06,0.01
12-12-2018,0.68,0.51,-0.17,-0.23,-0.1,0.01
12-13-2018,-0.26,-1.55,-0.2,0.21,0.08,0.01
12-14-2018,-1.89,0.09,0.49,-0.21,0.62,0.01
12-17-2018,-2.13,-0.11,1.08,0.27,0.2,0.01
12-18-2018,-0.03,-0.03,-0.6,0.93,-0.46,0.01
12-19-2018,-1.58,-0.59,0.02,-0.38,0.42,0.01
12-20-2018,-1.62,-0.11,0.97,0.62,-0.06,0.01
12-21-2018,-2.17,-0.54,0.77,0.15,0.65,0.01
12-24-2018,-2.55,0.93,-0.51,-0.35,-0.35,0.01
12-26-2018,5.07,-0.19,-1,-0.21,-1.12,0.01
12-27-2018,0.78,-0.71,-0.13,-0.13,0.1,0.01
12-28-2018,-0.03,0.75,0.25,-0.37,-0.06,0.01
12-31-2018,0.9,-0.14,-0.45,-0.09,-0.13,0.01
01-02-2019,0.22,0.73,1.14,-0.16,0.25,0.01
01-03-2019,-2.45,0.48,1.19,-0.22,0.91,0.01
01-04-2019,3.55,0.35,-0.69,-0.11,-0.62,0.01
01-07-2019,0.94,0.87,-0.75,-0.74,-0.45,0.01
01-08-2019,1.01,0.44,-0.63,0.34,-0.12,0.01
01-09-2019,0.52,0.5,0.11,0.09,-0.2,0.01
01-10-2019,0.4,-0.01,-0.45,-0.06,-0.07,0.01
01-11-2019,0,0.2,0.22,0.23,0.22,0.01
01-14-2019,-0.6,-0.46,0.95,0.24,0,0.01
01-15-2019,1.05,-0.14,-0.9,-0.3,-0.59,0.01
01-16-2019,0.28,0.26,0.92,-0.11,-0.28,0.01
01-17-2019,0.78,0.09,-0.24,0.06,-0.02,0.01
01-18-2019,1.3,-0.29,0.12,0.19,-0.24,0.01
01-22-2019,-1.52,-0.35,0.3,0.26,0.36,0.01
01-23-2019,0.16,-0.41,-0.15,0.35,0.27,0.01
01-24-2019,0.23,0.48,0,-0.15,-0.23,0.01
01-25-2019,0.9,0.41,-0.34,-0.36,-0.57,0.01
01-28-2019,-0.8,-0.07,0.63,0.29,0.17,0.01
01-29-2019,-0.2,0.03,0.19,0.03,0.49,0.01
01-30-2019,1.51,-0.35,-0.95,-0.23,-0.9,0.01
01-31-2019,0.91,-0.07,-1.11,-0.35,-0.02,0.01
02-01-2019,0.13,-0.15,0.43,-0.78,0.29,0.01
02-04-2019,0.73,0.41,-0.47,0.19,-0.21,0.01
02-05-2019,0.43,-0.12,-0.61,0.61,-0.34,0.01
02-06-2019,-0.21,-0.03,0.06,-0.11,0.06,0.01
02-07-2019,-0.93,-0.14,0.38,0.56,0.32,0.01
02-08-2019,0.1,-0.08,-0.68,-0.34,-0.11,0.01
02-11-2019,0.14,0.67,0.24,-0.09,-0.02,0.01
02-12-2019,1.36,0.04,-0.16,-0.12,-0.29,0.01
02-13-2019,0.28,0.06,0.07,0.1,0.21,0.01
02-14-2019,-0.2,0.52,-0.59,0.42,-0.19,0.01
02-15-2019,1.13,0.37,0.49,-0.22,0,0.01
02-19-2019,0.19,0.32,0.31,0.03,0.21,0.01
02-20-2019,0.19,0.29,0.56,0.01,-0.29,0.01
02-21-2019,-0.37,-0.03,-0.23,0.58,0.13,0.01
02-22-2019,0.65,0.39,-1.47,0.31,-0.61,0.01
02-25-2019,0.15,-0.27,-0.18,-0.76,-0.55,0.01
02-26-2019,-0.16,-0.68,-0.33,0.1,-0.16,0.01
02-27-2019,0.1,0.15,-0.12,-0.66,-0.13,0.01
02-28-2019,-0.31,-0.01,-0.27,0.3,0.17,0.01
03-01-2019,0.72,0.25,-0.41,-0.36,-0.19,0.009
03-04-2019,-0.52,-0.4,0.38,0.13,-0.07,0.009
03-05-2019,-0.18,-0.32,-0.22,0.29,-0.01,0.009
03-06-2019,-0.84,-1.23,0.05,0.57,0.12,0.009
03-07-2019,-0.82,-0.05,-0.34,-0.37,0.12,0.009
03-08-2019,-0.22,0.07,-0.17,-0.11,-0.26,0.009
03-11-2019,1.49,0.27,-0.53,-0.28,-0.46,0.009
03-12-2019,0.25,-0.31,-0.07,-0.43,0.02,0.009
03-13-2019,0.68,-0.32,0.08,-0.17,0.17,0.009
03-14-2019,-0.1,-0.38,0.3,-0.15,-0.11,0.009
03-15-2019,0.48,-0.24,-0.25,-0.05,-0.19,0.009
03-18-2019,0.46,0.22,0.44,-0.09,-0.08,0.009
03-19-2019,-0.09,-0.47,-0.92,0.02,-0.08,0.009
03-20-2019,-0.37,-0.23,-1.06,-0.15,-0.26,0.009
03-21-2019,1.1,0.17,-1.23,0.31,-0.34,0.009
03-22-2019,-2.17,-1.57,-0.08,0.57,0.61,0.009
03-25-2019,-0.05,0.61,-0.26,0.21,0.04,0.009
03-26-2019,0.76,0.23,0.46,0.05,0.17,0.009
03-27-2019,-0.5,0.16,0.51,0.75,0.11,0.009
03-28-2019,0.4,0.34,0.02,-0.13,-0.05,0.009
03-29-2019,0.66,-0.28,-0.92,0.22,-0.17,0.009
04-01-2019,1.19,-0.19,1,-0.09,-0.3,0.01
04-02-2019,-0.05,-0.18,-0.44,-0.39,-0.49,0.01
04-03-2019,0.27,0.23,-0.39,0.13,-0.39,0.01
04-04-2019,0.19,0.35,0.94,0.63,0.26,0.01
04-05-2019,0.53,0.49,-0.07,-0.29,0.11,0.01
04-08-2019,0.09,-0.31,0.1,0.27,-0.03,0.01
04-09-2019,-0.65,-0.6,-0.15,0.14,-0.04,0.01
04-10-2019,0.48,0.95,-0.11,0.08,-0.13,0.01
04-11-2019,0,-0.27,0.4,0.05,0.12,0.01
04-12-2019,0.64,-0.36,0.66,0.52,-0.25,0.01
04-15-2019,-0.09,-0.26,-0.55,0.36,0.07,0.01
04-16-2019,0.13,0.23,0.71,-0.12,-0.14,0.01
04-17-2019,-0.32,-0.53,0.84,1.1,-0.28,0.01
04-18-2019,0.11,-0.28,-0.5,0.17,-0.2,0.01
04-22-2019,0.11,-0.49,-0.57,-0.52,-0.19,0.01
04-23-2019,0.97,0.66,-0.5,-0.12,-0.42,0.01
04-24-2019,-0.22,0.32,-0.08,0.64,0.07,0.01
04-25-2019,-0.14,-0.79,-0.21,-0.63,-0.27,0.01
04-26-2019,0.53,0.47,0.06,-0.09,-0.18,0.01
04-29-2019,0.18,0.15,0.65,-0.39,-0.16,0.01
04-30-2019,-0.04,-0.68,0.27,0.11,0.69,0.01
05-01-2019,-0.83,-0.07,-0.02,0.36,-0.06,0.009
05-02-2019,-0.16,0.47,-0.28,0.03,0.06,0.009
05-03-2019,1.13,0.93,-0.27,-0.01,-0.37,0.009
05-06-2019,-0.39,0.58,-0.42,0.02,0.06,0.009
05-07-2019,-1.69,-0.27,0.49,0.03,0.3,0.009
05-08-2019,-0.21,-0.21,-0.31,-0.01,0.17,0.009
05-09-2019,-0.28,0.06,0.1,-0.36,0.01,0.009
05-10-2019,0.35,-0.33,0.07,-0.12,0.26,0.009
05-13-2019,-2.65,-0.68,0.28,0.24,0.84,0.009
05-14-2019,0.91,0.34,-0.02,-0.57,-0.02,0.009
05-15-2019,0.58,-0.09,-0.96,0.12,-0.3,0.009
05-16-2019,0.91,-0.45,-0.33,-0.14,-0.23,0.009
05-17-2019,-0.72,-0.76,0.28,0.06,0.33,0.009
05-20-2019,-0.65,-0.11,0.73,0.06,0.45,0.009
05-21-2019,0.9,0.43,-0.34,-0.15,-0.18,0.009
05-22-2019,-0.4,-0.64,-0.62,-0.12,0.2,0.009
05-23-2019,-1.37,-0.72,-0.27,0.33,0.26,0.009
05-24-2019,0.23,0.51,0.3,-0.5,-0.04,0.009
05-28-2019,-0.78,0.21,-0.63,0,-0.29,0.009
05-29-2019,-0.71,-0.24,0.41,-0.18,0.01,0.009
05-30-2019,0.14,-0.37,-0.77,0.29,-0.04,0.009
05-31-2019,-1.37,-0.23,-0.11,0.05,0.39,0.009
06-03-2019,-0.4,0.57,1.68,0.28,1.45,0.009
06-04-2019,2.32,0.49,-0.03,0.26,-0.48,0.009
06-05-2019,0.7,-1.06,-0.97,0.07,-0.22,0.009
06-06-2019,0.55,-1.08,0.02,0.05,-0.08,0.009
06-07-2019,1.04,-0.14,-1.19,0.37,-0.67,0.009
06-10-2019,0.54,0.01,0.07,0.38,-0.36,0.009
06-11-2019,-0.12,-0.21,0.57,0.47,0.2,0.009
06-12-2019,-0.2,0.3,-1,0.08,0.09,0.009
06-13-2019,0.52,0.68,-0.04,-0.13,-0.05,0.009
06-14-2019,-0.27,-0.73,0.31,0.26,0.14,0.009
06-17-2019,0.15,0.48,-1.13,-0.67,-0.43,0.009
06-18-2019,1.04,0.2,0.35,-0.25,-0.19,0.009
06-19-2019,0.32,0.02,-0.6,-0.19,0.16,0.009
06-20-2019,0.89,-0.4,-0.22,-0.12,-0.12,0.009
06-21-2019,-0.21,-0.46,-0.03,-0.09,0.02,0.009
06-24-2019,-0.35,-0.9,0.08,0.63,-0.02,0.009
06-25-2019,-0.98,0.42,0.72,-0.1,0.61,0.009
06-26-2019,-0.07,0.02,0.27,0.35,-0.4,0.009
06-27-2019,0.59,1.43,-0.1,-0.35,-0.22,0.009
06-28-2019,0.68,0.76,0.62,-0.47,0.14,0.009
07-01-2019,0.75,-0.58,-0.13,-0.14,0.03,0.009
07-02-2019,0.14,-0.97,-0.81,-0.01,0,0.009
07-03-2019,0.79,-0.14,-0.32,-0.35,-0.05,0.009
07-05-2019,-0.1,0.33,0.91,0.13,-0.05,0.009
07-08-2019,-0.58,-0.43,0.06,0.04,-0.22,0.009
07-09-2019,0.19,-0.24,-0.43,-0.64,-0.25,0.009
07-10-2019,0.4,-0.26,-0.36,0.12,-0.04,0.009
07-11-2019,0.19,-0.77,0.04,-0.24,-0.54,0.009
07-12-2019,0.53,0.32,0.41,0.59,-0.07,0.009
07-15-2019,-0.05,-0.48,-1.06,0.13,0.23,0.009
07-16-2019,-0.32,0.4,0.11,0.44,-0.04,0.009
07-17-2019,-0.64,-0.26,-0.65,-0.48,-0.23,0.009
07-18-2019,0.35,-0.26,0.01,-0.35,0.38,0.009
07-19-2019,-0.57,0.3,0.86,0.37,0.14,0.009
07-22-2019,0.25,-0.56,-0.48,-0.19,0.03,0.009
07-23-2019,0.64,-0.06,0.8,0.66,0.37,0.009
07-24-2019,0.66,0.92,0.86,-0.07,-0.08,0.009
07-25-2019,-0.63,-0.68,-0.11,0.15,0.13,0.009
07-26-2019,0.82,0.32,-0.19,-0.63,-0.33,0.009
07-29-2019,-0.32,-0.34,-0.46,0.32,0.41,0.009
07-30-2019,-0.17,1.43,0.88,-0.17,0.07,0.009
07-31-2019,-1.1,0.25,0.62,0.18,0.5,0.009
08-01-2019,-1.04,-0.77,-1.9,-0.54,-0.23,0.007
08-02-2019,-0.87,-0.25,0.07,0.15,0.23,0.007
08-05-2019,-3.07,0.06,0.01,-0.05,0.31,0.007
08-06-2019,1.3,-0.54,-0.59,-0.27,-0.2,0.007
08-07-2019,0.07,-0.11,-0.9,0.19,-0.17,0.007
08-08-2019,1.97,-0.04,-0.25,0.28,-0.31,0.007
08-09-2019,-0.78,-0.5,-0.22,-0.48,-0.01,0.007
08-12-2019,-1.31,0.21,-0.26,0.13,0.26,0.007
08-13-2019,1.47,-0.35,-0.53,0.34,0,0.007
08-14-2019,-2.95,0.03,-0.51,-0.36,0.02,0.007
08-15-2019,0.17,-0.7,-0.52,-0.07,-0.48,0.007
08-16-2019,1.55,0.64,0.61,0.13,-0.06,0.007
08-19-2019,1.14,0.04,0.21,0.35,0.03,0.007
08-20-2019,-0.75,0.18,-0.49,0.12,-0.21,0.007
08-21-2019,0.85,-0.03,-0.3,-0.03,-0.01,0.007
08-22-2019,-0.1,-0.35,0.49,0.21,0.29,0.007
08-23-2019,-2.66,-0.61,-0.18,-0.61,-0.26,0.007
08-26-2019,1.08,-0.04,-0.18,0.19,-0.11,0.007
08-27-2019,-0.46,-1,-0.66,0.27,0.09,0.007
08-28-2019,0.68,0.63,0.61,0.35,0.18,0.007
08-29-2019,1.35,0.41,0.33,0.15,-0.13,0.007
08-30-2019,0.03,-0.24,0.23,0.1,0.1,0.007
09-03-2019,-0.86,-0.94,0.12,-0.19,0.46,0.009
09-04-2019,1.08,-0.14,0.43,0.25,-0.06,0.009
09-05-2019,1.42,0.54,0.7,0.4,0,0.009
09-06-2019,-0.02,-0.36,0.05,0.15,0.42,0.009
09-09-2019,0.07,1.38,3.05,0.86,0.38,0.009
09-10-2019,0.16,1.43,1.11,-0.03,0.52,0.009
09-11-2019,0.87,1.37,-0.05,-0.23,0.29,0.009
09-12-2019,0.22,-0.39,-0.12,-0.22,-0.12,0.009
09-13-2019,-0.02,0.19,0.74,-0.03,-0.08,0.009
09-16-2019,-0.23,0.89,0.53,-0.33,-0.03,0.009
09-17-2019,0.17,-0.8,-1.19,-0.18,-0.33,0.009
09-18-2019,-0.05,-0.77,0.06,-0.13,0.09,0.009
09-19-2019,-0.05,-0.49,-0.46,0.05,-0.11,0.009
09-20-2019,-0.48,0.29,0.15,-0.59,0.02,0.009
09-23-2019,-0.02,-0.12,0.5,0.27,0.34,0.009
09-24-2019,-1,-0.74,0.01,0.18,0.53,0.009
09-25-2019,0.69,0.41,0.52,0.41,0.03,0.009
09-26-2019,-0.41,-0.98,0.13,0.36,0.37,0.009
09-27-2019,-0.62,-0.16,0.88,0.24,0.59,0.009
09-30-2019,0.5,-0.27,-0.48,0.61,0.01,0.009
10-01-2019,-1.31,-0.66,-0.59,0.1,-0.17,0.007
10-02-2019,-1.73,0.77,-0.36,-0.46,-0.26,0.007
10-03-2019,0.8,-0.39,-0.9,-0.19,-0.23,0.007
10-04-2019,1.39,-0.51,-0.07,-0.03,0.04,0.007
10-07-2019,-0.41,0.13,-0.03,-0.06,-0.32,0.007
10-08-2019,-1.61,-0.15,-0.13,0.44,0.06,0.007
10-09-2019,0.92,-0.58,-0.09,0.12,-0.12,0.007
10-10-2019,0.6,-0.25,0.25,0.12,-0.08,0.007
10-11-2019,1.23,0.6,0.18,0.47,0.22,0.007
10-14-2019,-0.18,-0.35,-0.03,-0.17,-0.09,0.007
10-15-2019,1.03,0.25,-0.26,-0.23,-0.73,0.007
10-16-2019,-0.24,0.48,0.22,0.38,0.26,0.007
10-17-2019,0.37,0.79,-0.29,0.11,-0.1,0.007
10-18-2019,-0.49,-0.13,0.87,-0.08,0.39,0.007
10-21-2019,0.71,0.3,0.34,0.01,0.01,0.007
10-22-2019,-0.34,0.51,0.84,0.42,0.34,0.007
10-23-2019,0.25,-0.11,0.27,-0.01,0.09,0.007
10-24-2019,0.25,-0.5,-0.89,-0.05,-0.61,0.007
10-25-2019,0.5,0.4,0.07,0.34,0,0.007
10-28-2019,0.62,0.28,-0.25,0.01,0.01,0.007
10-29-2019,-0.13,0.39,0.5,-0.06,0.1,0.007
10-30-2019,0.28,-0.64,-1.15,-0.48,0.05,0.007
10-31-2019,-0.38,-0.34,-0.43,-0.27,0.12,0.007
11-01-2019,1.07,0.66,0.82,-0.18,0.08,0.006
11-04-2019,0.39,0.32,1.35,0.6,0.11,0.006
11-05-2019,-0.03,0.38,0.46,-0.02,0.01,0.006
11-06-2019,-0.05,-0.8,0.24,-0.17,0.32,0.006
11-07-2019,0.38,-0.01,0.5,0.09,-0.2,0.006
11-08-2019,0.31,-0.01,-0.37,-0.13,0.06,0.006
11-11-2019,-0.19,-0.07,-0.19,-0.07,-0.04,0.006
11-12-2019,0.16,-0.19,-0.14,-0.17,-0.2,0.006
11-13-2019,0.01,-0.41,-0.82,-0.28,-0.03,0.006
11-14-2019,0.07,-0.15,-0.25,0.13,-0.33,0.006
11-15-2019,0.74,-0.29,-0.33,-0.02,0.05,0.006
11-18-2019,0.03,-0.38,-0.51,-0.04,-0.22,0.006
11-19-2019,0.02,0.34,-0.94,-0.87,-0.18,0.006
11-20-2019,-0.33,-0.13,-0.44,-0.56,-0.32,0.006
11-21-2019,-0.15,-0.3,0.1,0.08,-0.14,0.006
11-22-2019,0.24,0.16,0.22,0.17,0.04,0.006
11-25-2019,0.92,1.27,-0.38,0.1,0.04,0.006
11-26-2019,0.19,-0.09,-0.89,0.2,-0.16,0.006
11-27-2019,0.44,0.22,-0.02,0.04,0,0.006
11-29-2019,-0.42,-0.11,-0.31,-0.47,0.01,0.006
12-02-2019,-0.87,-0.13,0.48,0.1,0.18,0.007
12-03-2019,-0.66,0.42,-0.83,-0.5,-0.53,0.007
12-04-2019,0.6,0.23,0.25,0.16,0.06,0.007
12-05-2019,0.13,-0.14,0.46,0.27,0.34,0.007
12-06-2019,0.91,0.38,0.36,0.33,0.26,0.007
12-09-2019,-0.33,0.31,0.12,-0.13,-0.26,0.007
12-10-2019,-0.08,0.29,-0.09,-0.19,0.07,0.007
12-11-2019,0.28,-0.09,0.13,0.34,0.13,0.007
12-12-2019,0.9,0.14,1.13,0.13,0.22,0.007
12-13-2019,-0.03,-0.46,-0.54,-0.28,-0.22,0.007
12-16-2019,0.74,-0.04,-0.05,-0.4,0.14,0.007
12-17-2019,0.1,0.48,0.66,0.11,-0.04,0.007
12-18-2019,-0.05,0.29,0.09,0.28,-0.04,0.007
12-19-2019,0.43,-0.15,-0.42,-0.25,-0.03,0.007
12-20-2019,0.48,-0.28,-0.31,-0.01,-0.04,0.007
12-23-2019,0.1,0.17,-0.34,-0.11,0.28,0.007
12-24-2019,0.01,0.37,-0.01,-0.28,0.05,0.007
12-26-2019,0.49,-0.57,0,0.25,-0.18,0.007
12-27-2019,-0.1,-0.55,-0.07,0.25,0.15,0.007
12-30-2019,-0.57,0.29,0.56,0.12,0.42,0.007
12-31-2019,0.28,0.02,0.11,-0.12,0.21,0.007
01-02-2020,0.86,-0.97,-0.34,0.23,-0.22,0.006
01-03-2020,-0.67,0.29,0.01,-0.14,-0.17,0.006
01-06-2020,0.36,-0.22,-0.55,-0.16,-0.31,0.006
01-07-2020,-0.19,-0.04,-0.26,-0.13,-0.31,0.006
01-08-2020,0.47,-0.18,-0.64,-0.21,-0.15,0.006
01-09-2020,0.65,-0.71,-0.48,-0.15,0.07,0.006
01-10-2020,-0.34,-0.27,-0.34,0.05,-0.07,0.006
01-13-2020,0.73,-0.1,-0.09,0.34,0.3,0.006
01-14-2020,-0.06,0.48,-0.18,-0.32,-0.07,0.006
