Date,Mkt-RF,SMB,HML,RMW,CMA,RF
09-20-2016,-0.02,-0.35,-0.41,-0.55,-0.11,0.001
09-21-2016,1.12,0.21,0.33,-0.38,0.53,0.001
09-22-2016,0.7,0.81,-0.06,0.08,0.13,0.001
09-23-2016,-0.6,-0.06,-0.2,0.52,-0.52,0.001
09-26-2016,-0.88,-0.3,-0.36,-0.15,0.19,0.001
09-27-2016,0.64,-0.13,-0.49,-0.04,-0.39,0.001
09-28-2016,0.56,0.23,1.1,-0.9,1.14,0.001
09-29-2016,-0.98,-0.39,0.5,0.27,0.68,0.001
09-30-2016,0.88,0.43,0.35,-0.19,0.09,0.001
10-03-2016,-0.27,-0.03,-0.14,0.06,0.16,0.001
10-04-2016,-0.45,0.06,0.14,0.11,-0.32,0.001
10-05-2016,0.58,0.42,0.8,-0.49,0.44,0.001
10-06-2016,-0.06,-0.22,0.28,0.45,0.24,0.001
10-07-2016,-0.38,-0.54,0.2,-0.28,-0.36,0.001
10-10-2016,0.52,0.57,0.05,-0.53,-0.2,0.001
10-11-2016,-1.3,-0.57,0.43,0.4,0.08,0.001
10-12-2016,0.06,-0.22,0.34,0.67,0.13,0.001
10-13-2016,-0.41,-0.75,-0.63,0.33,-0.17,0.001
10-14-2016,0.01,-0.36,0.58,0.07,0.1,0.001
10-17-2016,-0.29,-0.02,0.15,0.1,0.13,0.001
10-18-2016,0.6,-0.17,0.05,-0.3,-0.31,0.001
10-19-2016,0.24,0.14,0.93,-0.11,0.5,0.001
10-20-2016,-0.16,-0.05,-0.11,-0.48,-0.05,0.001
10-21-2016,0.02,-0.18,-0.33,0.17,-0.19,0.001
10-24-2016,0.54,0.06,-0.19,0.6,-0.49,0.001
10-25-2016,-0.46,-0.6,0.24,0,-0.02,0.001
10-26-2016,-0.23,-0.73,0.71,0.1,0.54,0.001
10-27-2016,-0.32,-0.94,0.56,-0.13,-0.01,0.001
10-28-2016,-0.29,-0.12,0.09,-0.13,0.36,0.001
10-31-2016,0.02,0.11,0.09,0.48,-0.33,0.001
11-01-2016,-0.68,-0.39,0.23,-0.49,-0.06,0.001
11-02-2016,-0.73,-0.55,0.26,0.96,0.11,0.001
11-03-2016,-0.4,-0.36,1.05,0.12,0.81,0.001
11-04-2016,-0.12,0.85,-0.42,-0.1,-0.1,0.001
11-07-2016,2.24,0.16,-0.11,-0.29,-0.2,0.001
11-08-2016,0.41,-0.11,-0.23,-0.05,0.29,0.001
11-09-2016,1.45,2.13,1.07,-0.79,0.74,0.001
11-10-2016,0.33,1.46,1.85,-0.25,0.36,0.001
11-11-2016,0.18,2.53,-0.03,0.03,-0.29,0.001
11-14-2016,0.2,0.92,1.41,-0.22,0.38,0.001
11-15-2016,0.8,-0.54,0.15,-0.5,0.18,0.001
11-16-2016,-0.12,0.21,-0.54,0.75,-0.16,0.001
11-17-2016,0.56,0.16,-0.15,0.17,-0.43,0.001
11-18-2016,-0.16,0.57,0.38,-0.2,0.1,0.001
11-21-2016,0.77,-0.26,0.05,-0.06,0.3,0.001
11-22-2016,0.31,0.64,0.53,0.83,0.32,0.001
11-23-2016,0.16,0.56,0.19,-0.25,0.15,0.001
11-25-2016,0.4,-0.05,-0.29,0.27,-0.17,0.001
11-28-2016,-0.64,-0.78,0.08,0.66,-0.34,0.001
11-29-2016,0.12,-0.39,-0.05,0.42,-0.52,0.001
11-30-2016,-0.25,-0.16,2.2,-1.42,1.97,0.001
12-01-2016,-0.36,-0.38,2.03,0.31,0.62,0.001
12-02-2016,0,-0.01,-0.32,-0.11,0.06,0.001
12-05-2016,0.75,1.12,0.27,-0.3,-0.17,0.001
12-06-2016,0.48,0.64,0.21,-0.15,-0.07,0.001
12-07-2016,1.26,-0.49,0.48,0.84,0,0.001
12-08-2016,0.36,1.24,0.6,-0.2,-0.11,0.001
12-09-2016,0.46,-0.35,0.2,-0.06,-0.07,0.001
12-12-2016,-0.3,-0.97,-0.14,0.12,0.03,0.001
12-13-2016,0.6,-0.58,-0.25,0.05,-0.18,0.001
12-14-2016,-0.82,-0.39,-0.28,0.44,-0.5,0.001
12-15-2016,0.46,0.46,0.29,0.04,0.03,0.001
12-16-2016,-0.22,-0.02,-0.41,-0.16,-0.03,0.001
12-19-2016,0.22,0.32,0.06,0.23,0.03,0.001
12-20-2016,0.44,0.5,0.64,0.11,0.07,0.001
12-21-2016,-0.24,-0.35,0.2,0.14,0.07,0.001
12-22-2016,-0.3,-0.77,0.25,-0.21,0.06,0.001
12-23-2016,0.19,0.53,-0.5,-0.35,-0.14,0.001
12-27-2016,0.27,0.24,0.13,0.18,0.06,0.001
12-28-2016,-0.87,-0.29,0.08,0.17,-0.16,0.001
12-29-2016,-0.04,0.1,-0.33,0.27,0.03,0.001
12-30-2016,-0.52,-0.06,0.21,-0.12,0.04,0.001
01-03-2017,0.83,-0.09,0.06,-0.2,0.25,0.002
01-04-2017,0.79,0.97,-0.15,-0.47,-0.05,0.002
01-05-2017,-0.21,-1.03,-0.79,-0.23,-0.09,0.002
01-06-2017,0.29,-0.74,-0.31,-0.35,-0.3,0.002
01-09-2017,-0.37,-0.34,-1.03,0.14,-0.5,0.002
01-10-2017,0.16,0.93,0.43,0.04,0.05,0.002
01-11-2017,0.31,-0.15,0.68,0.06,0.26,0.002
01-12-2017,-0.3,-0.65,-0.86,0.05,-0.29,0.002
01-13-2017,0.29,0.6,-0.09,-0.27,-0.16,0.002
01-17-2017,-0.49,-0.96,-0.64,0.58,0.39,0.002
01-18-2017,0.24,0.2,0.23,-0.1,-0.08,0.002
01-19-2017,-0.38,-0.55,-0.06,-0.1,-0.03,0.002
01-20-2017,0.33,0.08,0.22,0.14,0.03,0.002
01-23-2017,-0.29,-0.07,-0.33,0.42,-0.36,0.002
01-24-2017,0.82,0.8,0.81,-0.24,0.5,0.002
01-25-2017,0.84,0.21,0.43,-0.24,-0.15,0.002
01-26-2017,-0.1,-0.58,0.4,-0.08,-0.15,0.002
01-27-2017,-0.12,-0.07,-0.68,0.11,0.06,0.002
01-30-2017,-0.68,-0.74,-0.46,0.6,-0.15,0.002
01-31-2017,0,0.81,-0.55,-0.39,-0.26,0.002
02-01-2017,0.03,-0.08,0.04,0.22,-0.23,0.002
02-02-2017,-0.02,-0.29,-0.29,-0.28,0.15,0.002
02-03-2017,0.82,0.61,0.74,-0.49,0.27,0.002
02-06-2017,-0.27,-0.65,-0.17,0.07,-0.22,0.002
02-07-2017,-0.01,-0.38,-0.51,0.38,-0.23,0.002
02-08-2017,0.07,-0.28,-0.59,0.3,-0.09,0.002
02-09-2017,0.72,0.7,0.08,-0.26,0.07,0.002
02-10-2017,0.37,0.39,0.17,-0.03,0.14,0.002
02-13-2017,0.49,-0.27,0.34,-0.01,0.04,0.002
02-14-2017,0.45,-0.17,0.35,-0.44,-0.09,0.002
02-15-2017,0.53,0.14,-0.42,0.2,-0.05,0.002
02-16-2017,-0.16,-0.22,0,0.27,-0.21,0.002
02-17-2017,0.2,-0.07,-0.54,0.01,-0.4,0.002
02-21-2017,0.6,0.06,0.13,0.32,0.36,0.002
02-22-2017,-0.15,-0.38,0.1,0.48,-0.32,0.002
02-23-2017,-0.12,-0.71,0.24,-0.26,-0.45,0.002
02-24-2017,0.15,-0.11,-0.96,0.31,-0.21,0.002
02-27-2017,0.21,0.85,-0.34,-0.36,-0.13,0.002
02-28-2017,-0.42,-1.35,0.14,-0.02,-0.19,0.002
03-01-2017,1.47,0.51,0.77,-0.53,0.53,0.001
03-02-2017,-0.7,-0.54,-0.9,0.62,-0.43,0.001
03-03-2017,0.08,-0.18,0.14,-0.06,-0.09,0.001
03-06-2017,-0.37,-0.4,-0.08,-0.05,0,0.001
03-07-2017,-0.35,-0.35,-0.07,0.09,-0.25,0.001
03-08-2017,-0.19,-0.19,-0.83,0.44,-0.75,0.001
03-09-2017,0.05,-0.52,-0.23,-0.58,-0.16,0.001
03-10-2017,0.34,0.06,-0.48,0.27,0.03,0.001
03-13-2017,0.13,0.32,-0.08,-0.11,0.05,0.001
03-14-2017,-0.36,-0.22,-0.01,0.5,-0.25,0.001
03-15-2017,0.86,0.69,-0.46,-0.11,0.5,0.001
03-16-2017,-0.07,0.44,0.23,-0.16,-0.37,0.001
03-17-2017,-0.08,0.57,-0.34,0.15,0.03,0.001
03-20-2017,-0.26,-0.2,-0.71,-0.15,-0.07,0.001
03-21-2017,-1.49,-1.4,-0.71,0.84,0.29,0.001
03-22-2017,0.16,-0.33,-0.57,0.16,-0.15,0.001
03-23-2017,-0.03,0.74,0.49,-0.03,0.21,0.001
03-24-2017,-0.05,0.11,-0.2,-0.26,-0.31,0.001
03-27-2017,-0.06,0.46,-0.49,-0.21,-0.26,0.001
03-28-2017,0.73,-0.05,0.72,0.05,0.41,0.001
03-29-2017,0.18,0.33,-0.09,-0.25,0.15,0.001
03-30-2017,0.36,0.42,0.92,-0.06,-0.14,0.001
03-31-2017,-0.16,0.54,-0.32,0.04,0.1,0.001
04-03-2017,-0.28,-1.15,-0.08,-0.16,-0.09,0.003
04-04-2017,0.05,-0.24,0.31,-0.08,0.19,0.003
04-05-2017,-0.44,-0.82,-0.3,0.45,-0.08,0.003
04-06-2017,0.31,0.73,0.48,-0.14,0.37,0.003
04-07-2017,-0.08,0.08,-0.26,0.01,-0.05,0.003
04-10-2017,0.08,0.14,0.07,0.19,0.46,0.003
04-11-2017,-0.05,0.8,0.23,0.2,0.18,0.003
04-12-2017,-0.49,-0.94,-0.54,-0.04,-0.55,0.003
04-13-2017,-0.75,-0.35,-0.81,-0.03,-0.38,0.003
04-17-2017,0.89,0.29,0.24,0.03,-0.14,0.003
04-18-2017,-0.25,0.31,-0.19,0.31,0.12,0.003
04-19-2017,-0.08,0.56,-0.44,0.43,-0.84,0.003
04-20-2017,0.84,0.59,0.26,0.2,-0.19,0.003
04-21-2017,-0.28,0.06,-0.15,0.35,-0.2,0.003
04-24-2017,1.19,0.26,0.5,-0.08,0.14,0.003
04-25-2017,0.66,0.4,-0.07,-0.37,0.31,0.003
04-26-2017,0.04,0.75,0.32,0.23,-0.01,0.003
04-27-2017,0.05,-0.2,-0.97,0.2,-0.56,0.003
04-28-2017,-0.3,-0.76,-0.6,0.09,-0.21,0.003
05-01-2017,0.21,0.23,-0.11,-0.2,-0.53,0.003
05-02-2017,0.03,-0.45,-0.23,0.43,-0.29,0.003
05-03-2017,-0.19,-0.51,0.23,-0.05,0.1,0.003
05-04-2017,0.02,-0.14,-0.34,0.32,-0.73,0.003
05-05-2017,0.46,0.09,0,-0.23,0.64,0.003
05-08-2017,-0.04,-0.21,0.25,0.13,0.07,0.003
05-09-2017,-0.05,0.4,-0.8,0.34,-0.34,0.003
05-10-2017,0.2,0.25,0.03,-0.31,0.38,0.003
05-11-2017,-0.25,-0.43,-0.16,-0.25,-0.03,0.003
05-12-2017,-0.18,-0.38,-0.61,-0.27,-0.32,0.003
05-15-2017,0.53,0.25,0.2,-0.3,0.03,0.003
05-16-2017,-0.03,0.1,-0.09,-0.24,-0.12,0.003
05-17-2017,-1.97,-0.95,-0.6,0.53,0.28,0.003
05-18-2017,0.4,0,-0.38,-0.35,-0.59,0.003
05-19-2017,0.7,-0.33,0.4,-0.09,0.8,0.003
05-22-2017,0.56,0.25,-0.3,-0.05,-0.3,0.003
05-23-2017,0.18,-0.02,0.64,-0.23,0.06,0.003
05-24-2017,0.24,-0.2,-0.46,0.15,-0.29,0.003
05-25-2017,0.42,-0.35,-0.74,0.55,-0.62,0.003
05-26-2017,0.06,-0.02,0.1,0.18,0.21,0.003
05-30-2017,-0.19,-0.54,-0.35,0.63,-0.01,0.003
05-31-2017,-0.02,-0.04,-0.53,0.27,-0.07,0.003
06-01-2017,0.95,1.01,0.05,-0.22,0.08,0.003
06-02-2017,0.35,0.44,-0.76,0.17,-0.46,0.003
06-05-2017,-0.17,-0.45,-0.04,-0.17,0.05,0.003
06-06-2017,-0.28,0.1,-0.03,-0.47,0.35,0.003
06-07-2017,0.15,-0.12,-0.04,0.53,-0.66,0.003
06-08-2017,0.19,1.19,0.93,-0.69,-0.05,0.003
06-09-2017,-0.12,0.31,2.44,-0.16,1.09,0.003
06-12-2017,-0.12,-0.17,0.34,0.08,0.58,0.003
06-13-2017,0.55,0.05,-0.14,-0.3,-0.07,0.003
06-14-2017,-0.18,-0.55,-0.52,0.11,-0.53,0.003
06-15-2017,-0.31,-0.3,-0.11,0.08,-0.09,0.003
06-16-2017,-0.04,-0.23,-0.19,-0.43,0.13,0.003
06-19-2017,0.86,0.09,-0.73,-0.13,-0.09,0.003
06-20-2017,-0.73,-0.45,-0.48,-0.22,-0.25,0.003
06-21-2017,-0.07,-0.23,-1.67,-0.23,-1.14,0.003
06-22-2017,0.02,0.46,-0.41,-0.16,-0.04,0.003
06-23-2017,0.24,0.74,-0.48,-0.37,0.07,0.003
06-26-2017,0.04,0.08,0.7,0.22,0.19,0.003
06-27-2017,-0.85,-0.21,1.34,0.33,0.35,0.003
06-28-2017,1.02,0.8,0.21,-0.19,-0.08,0.003
06-29-2017,-0.83,0.06,1.37,-0.24,0.36,0.003
06-30-2017,0.14,-0.1,-0.3,0.21,0.29,0.003
07-03-2017,0.23,0.45,1.21,-0.57,0.66,0.004
07-05-2017,0.12,-0.68,-0.58,0.16,-0.7,0.004
07-06-2017,-0.95,-0.44,0.12,0.23,-0.01,0.004
07-07-2017,0.69,0.4,-0.41,0.2,-0.52,0.004
07-10-2017,0.05,-0.45,-0.08,-0.11,-0.09,0.004
07-11-2017,0,0.29,-0.55,-0.34,0.16,0.004
07-12-2017,0.72,0.06,-0.52,0.11,-0.21,0.004
07-13-2017,0.17,-0.02,0.39,-0.05,0.22,0.004
07-14-2017,0.42,-0.22,-0.52,0.18,0.01,0.004
07-17-2017,0,0.22,0.1,0.16,0.09,0.004
07-18-2017,0.04,-0.36,-0.3,-0.08,-0.41,0.004
07-19-2017,0.59,0.47,0.03,-0.25,0.15,0.004
07-20-2017,-0.01,0.05,-0.05,0.11,-0.28,0.004
07-21-2017,-0.08,-0.43,-0.24,0.02,-0.31,0.004
07-24-2017,-0.03,0.1,-0.18,-0.25,-0.38,0.004
07-25-2017,0.38,0.43,0.96,-0.19,0.73,0.004
07-26-2017,-0.06,-0.47,-0.76,-0.18,0.07,0.004
07-27-2017,-0.14,-0.67,0.44,0.32,0.39,0.004
07-28-2017,-0.17,-0.06,0.27,-0.2,0.2,0.004
07-31-2017,-0.11,-0.25,0.46,-0.01,0.11,0.004
08-01-2017,0.24,-0.14,0.14,0.26,-0.48,0.004
08-02-2017,-0.08,-1.16,0.15,0.04,-0.36,0.004
08-03-2017,-0.21,-0.35,-0.33,0.28,-0.29,0.004
08-04-2017,0.25,0.37,0.4,-0.09,0.04,0.004
08-07-2017,0.16,-0.11,-0.58,0.24,-0.36,0.004
08-08-2017,-0.23,-0.08,0.23,-0.28,-0.16,0.004
08-09-2017,-0.14,-0.8,-0.08,0.19,0.07,0.004
08-10-2017,-1.49,-0.31,0.26,0.32,0.13,0.004
08-11-2017,0.19,0.17,-0.87,0.36,-0.1,0.004
08-14-2017,1.04,0.32,0.12,-0.02,-0.46,0.004
08-15-2017,-0.11,-0.87,-0.03,-0.18,-0.26,0.004
08-16-2017,0.18,-0.14,-0.44,0.35,-0.13,0.004
08-17-2017,-1.6,-0.18,-0.17,-0.04,0.13,0.004
08-18-2017,-0.15,0.11,0.24,-0.3,-0.02,0.004
08-21-2017,0.06,-0.27,-0.22,0.21,-0.11,0.004
08-22-2017,1.07,-0.02,-0.24,-0.19,0.13,0.004
08-23-2017,-0.32,0.11,0.42,-0.53,0.09,0.004
08-24-2017,-0.15,0.58,0.17,-0.52,0.11,0.004
08-25-2017,0.18,0.16,0.56,0.12,0.23,0.004
08-28-2017,0.08,0.31,-0.74,0.19,-0.19,0.004
08-29-2017,0.1,0.09,-0.38,0.01,0.09,0.004
08-30-2017,0.53,0,-0.32,0.08,-0.41,0.004
08-31-2017,0.62,0.41,-0.43,-0.34,-0.08,0.004
09-01-2017,0.28,0.42,0.4,-0.1,0.35,0.005
09-05-2017,-0.8,-0.04,-0.99,-0.06,0.54,0.005
09-06-2017,0.29,-0.05,0.12,-0.37,0.13,0.005
09-07-2017,-0.07,0.01,-0.91,0.01,0.08,0.005
09-08-2017,-0.17,0.13,0.38,0.22,-0.13,0.005
09-11-2017,1.07,-0.07,0.64,-0.37,-0.1,0.005
09-12-2017,0.42,0.34,0.72,0.09,0.19,0.005
09-13-2017,0.1,0.27,0.32,-0.33,0.12,0.005
09-14-2017,-0.13,-0.06,-0.06,-0.36,0.21,0.005
09-15-2017,0.2,0.25,0.14,0.27,-0.02,0.005
09-18-2017,0.24,0.41,0.21,-0.49,0.22,0.005
09-19-2017,0.15,-0.21,0.4,0.02,0.06,0.005
09-20-2017,0.15,0.27,0.49,-0.19,0.31,0.005
09-21-2017,-0.28,0.16,0.37,-0.06,-0.07,0.005
09-22-2017,0.13,0.44,0.12,0.39,0.29,0.005
09-25-2017,-0.26,0.35,0.59,-0.22,0.63,0.005
09-26-2017,0.06,0.46,0.17,0.58,-0.14,0.005
09-27-2017,0.63,1.43,0.23,-0.28,-0.51,0.005
09-28-2017,0.13,0.18,-0.05,-0.09,-0.18,0.005
09-29-2017,0.35,-0.14,-0.26,-0.11,-0.38,0.005
10-02-2017,0.5,0.89,0.13,-0.21,0.26,0.004
10-03-2017,0.26,-0.04,-0.05,-0.01,-0.08,0.004
10-04-2017,0.05,-0.34,-0.45,-0.1,0.01,0.004
10-05-2017,0.55,-0.31,0.39,-0.33,-0.18,0.004
10-06-2017,-0.08,-0.08,-0.25,0.16,-0.34,0.004
10-09-2017,-0.23,-0.29,0,0.09,-0.14,0.004
10-10-2017,0.24,0.02,0.43,0.12,0.07,0.004
10-11-2017,0.16,-0.25,-0.19,-0.04,-0.07,0.004
10-12-2017,-0.18,-0.1,-0.52,0.16,0.13,0.004
10-13-2017,0.04,-0.27,0.12,0.15,0.02,0.004
10-16-2017,0.17,-0.26,0.36,0.03,-0.09,0.004
10-17-2017,0.01,-0.35,-0.32,0.41,-0.19,0.004
10-18-2017,0.14,0.35,0.23,0.29,-0.13,0.004
10-19-2017,0.02,-0.35,0.16,0.14,0.09,0.004
10-20-2017,0.57,0,0.27,0.07,0.04,0.004
10-23-2017,-0.45,-0.38,0.17,0.27,-0.27,0.004
10-24-2017,0.2,-0.1,0.49,-0.01,-0.14,0.004
10-25-2017,-0.5,0.04,0.15,0.27,-0.44,0.004
10-26-2017,0.2,0.05,0.29,0.1,-0.19,0.004
10-27-2017,0.82,-0.08,-0.98,0.09,-1.29,0.004
10-30-2017,-0.46,-0.78,-0.05,-0.59,-0.4,0.004
10-31-2017,0.23,0.77,-0.25,-0.13,0.21,0.004
11-01-2017,0.05,-0.8,0.08,0,-0.05,0.004
11-02-2017,0.06,0.01,0.51,-0.24,0.34,0.004
11-03-2017,0.31,-0.54,-0.72,-0.17,-0.12,0.004
11-06-2017,0.06,0.16,0.19,-0.65,0.07,0.004
11-07-2017,-0.2,-1.42,-0.4,0.47,-0.08,0.004
11-08-2017,0.12,-0.05,-0.6,0.55,-0.03,0.004
11-09-2017,-0.41,-0.02,0.22,0.01,0.06,0.004
11-10-2017,0.01,0.06,-0.43,0.23,0.13,0.004
11-13-2017,0.09,-0.29,0.09,0.07,-0.76,0.004
11-14-2017,-0.22,-0.06,0,0.97,-0.43,0.004
11-15-2017,-0.52,0.05,0.23,-0.06,0.13,0.004
11-16-2017,1.01,0.81,-0.53,0.57,0.33,0.004
11-17-2017,-0.14,0.72,0.27,-0.16,0.35,0.004
11-20-2017,0.21,0.62,0.03,0.24,-0.01,0.004
11-21-2017,0.68,0.36,-0.33,0.03,-0.63,0.004
11-22-2017,-0.05,0.08,-0.08,-0.26,0.19,0.004
11-24-2017,0.21,0,-0.43,0.02,-0.09,0.004
11-27-2017,-0.06,-0.31,0.01,0.61,-0.12,0.004
11-28-2017,1.06,0.57,0.86,0.32,-0.01,0.004
11-29-2017,0.02,0.34,1.48,0.84,0.59,0.004
11-30-2017,0.83,-0.6,-0.52,-0.29,0.06,0.004
12-01-2017,-0.22,-0.32,0.38,-0.39,0.33,0.004
12-04-2017,-0.11,-0.14,1.22,1.01,0.56,0.004
12-05-2017,-0.42,-0.47,-0.22,0.21,-0.12,0.004
12-06-2017,-0.09,-0.51,-0.53,0.4,-0.48,0.004
12-07-2017,0.42,0.29,-0.2,-0.25,0.1,0.004
12-08-2017,0.51,-0.44,-0.14,-0.09,0.08,0.004
12-11-2017,0.27,-0.44,-0.18,-0.04,0.07,0.004
12-12-2017,0.07,-0.45,0.5,0.05,0.11,0.004
12-13-2017,0.03,0.62,-0.89,0.26,-0.07,0.004
12-14-2017,-0.47,-0.76,-0.22,-0.19,-0.13,0.004
12-15-2017,0.92,0.68,0.04,0.31,-0.48,0.004
12-18-2017,0.66,0.82,0.27,0.2,0.16,0.004
12-19-2017,-0.3,-0.34,-0.24,0.25,0.41,0.004
12-20-2017,0.01,0.37,0.06,-0.18,0.28,0.004
12-21-2017,0.24,0.31,0.63,-0.7,0.31,0.004
12-22-2017,-0.07,-0.19,-0.21,-0.1,0.22,0.004
12-26-2017,-0.07,0.31,-0.07,-0.13,0.61,0.004
12-27-2017,0.05,-0.16,-0.2,0.07,-0.12,0.004
12-28-2017,0.22,0.1,0.05,-0.13,-0.19,0.004
12-29-2017,-0.57,-0.31,0.01,0.16,0.13,0.004
01-02-2018,0.85,0.32,-0.21,-0.51,0.22,0.005
01-03-2018,0.59,-0.47,-0.19,-0.71,-0.07,0.005
01-04-2018,0.42,-0.22,0.24,-0.03,0.3,0.005
01-05-2018,0.66,-0.37,-0.25,0.39,-0.38,0.005
01-08-2018,0.19,-0.2,0.05,-0.06,0.04,0.005
01-09-2018,0.15,-0.37,-0.04,-0.13,-0.06,0.005
01-10-2018,-0.07,0.13,0.57,-0.37,-0.02,0.005
01-11-2018,0.87,1.13,0.3,-0.22,0.48,0.005
01-12-2018,0.66,-0.32,0.16,-0.1,0.13,0.005
01-16-2018,-0.49,-1,0.01,0.49,-0.35,0.005
01-17-2018,0.95,-0.05,-0.1,-0.08,-0.04,0.005
01-18-2018,-0.18,-0.44,-0.25,0.31,-0.3,0.005
01-19-2018,0.57,0.93,-0.05,0.09,0.12,0.005
01-22-2018,0.77,-0.35,-0.16,-0.58,0.19,0.005
01-23-2018,0.22,0.07,-0.36,-0.4,-0.28,0.005
01-24-2018,-0.13,-0.75,0.44,0.02,0.13,0.005
01-25-2018,0.07,0.11,-0.54,0.19,-0.18,0.005
01-26-2018,1.11,-0.61,-0.51,0.29,-0.18,0.005
01-29-2018,-0.62,-0.03,-0.28,0.15,-0.31,0.005
01-30-2018,-1.06,0.13,-0.21,0.41,-0.36,0.005
01-31-2018,-0.07,-0.67,0.11,0.1,-0.06,0.005
02-01-2018,0.03,0.12,0.53,-0.55,-0.01,0.006
02-02-2018,-2.13,0.01,-0.29,0.72,-0.42,0.006
02-05-2018,-4.04,0.66,-0.59,0.19,-0.14,0.006
02-06-2018,1.67,-0.48,-0.19,0.03,-0.15,0.006
02-07-2018,-0.38,0.6,0.21,0.32,0.3,0.006
02-08-2018,-3.68,0.8,0.52,0.41,0.05,0.006
02-09-2018,1.37,-0.54,0.15,0.17,-0.44,0.006
02-12-2018,1.36,-0.46,-0.3,-0.24,-0.18,0.006
02-13-2018,0.31,0.12,-0.24,0.19,-0.04,0.006
02-14-2018,1.52,0.29,0.48,-0.69,-0.09,0.006
02-15-2018,1.22,-0.17,-0.63,0.21,-0.33,0.006
02-16-2018,0.03,0.36,0.15,0.04,0.08,0.006
02-20-2018,-0.62,-0.3,-0.24,-0.27,-0.53,0.006
02-21-2018,-0.44,0.82,0.23,0.1,-0.28,0.006
02-22-2018,0.01,-0.05,-0.41,0.1,0.48,0.006
02-23-2018,1.54,-0.37,-0.14,-0.17,-0.14,0.006
02-26-2018,1.12,-0.47,-0.06,-0.18,-0.25,0.006
02-27-2018,-1.25,-0.19,0.03,-0.1,-0.1,0.006
02-28-2018,-1.11,-0.43,-0.31,0.21,-0.27,0.006
03-01-2018,-1.19,0.95,-0.03,-0.25,0.04,0.006
03-02-2018,0.7,1.11,-0.48,-0.45,-0.39,0.006
03-05-2018,1.07,-0.41,0.22,-0.56,0.07,0.006
03-06-2018,0.36,0.69,0.13,0.21,-0.06,0.006
03-07-2018,0.05,0.76,-0.44,-0.07,-0.41,0.006
03-08-2018,0.38,-0.58,-0.35,0.03,-0.17,0.006
03-09-2018,1.71,-0.18,0.27,-0.24,-0.03,0.006
03-12-2018,-0.09,0.44,-0.08,-0.31,-0.24,0.006
03-13-2018,-0.67,0.09,0.03,0.46,0.05,0.006
03-14-2018,-0.53,0.15,-0.57,-0.13,-0.43,0.006
03-15-2018,-0.17,-0.39,0.31,0.12,-0.13,0.006
03-16-2018,0.25,0.47,0.17,0.07,0.32,0.006
03-19-2018,-1.37,0.42,0.41,0.31,0.1,0.006
03-20-2018,0.14,-0.13,-0.36,-0.04,-0.12,0.006
03-21-2018,-0.07,0.69,0.44,-1.12,0.82,0.006
03-22-2018,-2.54,0.4,-0.49,0.22,0.04,0.006
03-23-2018,-2.1,0.1,-0.23,0.09,0.76,0.006
03-26-2018,2.67,-0.63,0.03,-0.02,-0.6,0.006
03-27-2018,-1.87,-0.22,0.37,0.81,0.55,0.006
03-28-2018,-0.35,0.19,0.64,0.77,0.05,0.006
03-29-2018,1.41,-0.31,-0.22,-0.36,-0.15,0.006
04-02-2018,-2.3,-0.07,0.38,0.14,-0.1,0.007
04-03-2018,1.25,-0.02,0.18,0.25,0.16,0.007
04-04-2018,1.17,0.34,-0.32,0.07,-0.14,0.007
04-05-2018,0.75,0.06,0.46,0.11,0.26,0.007
04-06-2018,-2.19,0.37,-0.06,0.13,0.01,0.007
04-09-2018,0.3,-0.23,-0.51,-0.75,-0.3,0.007
04-10-2018,1.77,0.33,-0.12,-0.92,0.4,0.007
04-11-2018,-0.49,0.79,-0.3,-0.65,0.28,0.007
04-12-2018,0.85,-0.16,0.19,-0.22,0.02,0.007
04-13-2018,-0.37,-0.11,-0.25,-0.08,0.18,0.007
04-16-2018,0.82,0.14,-0.02,0.82,0.04,0.007
04-17-2018,1.09,0,-1.18,-0.31,-0.47,0.007
04-18-2018,0.13,0.21,0.02,-0.28,0.42,0.007
04-19-2018,-0.49,-0.3,1.08,-0.48,0.1,0.007
04-20-2018,-0.81,0.12,0.58,-0.55,0.3,0.007
04-23-2018,-0.05,-0.06,0.19,0.3,0.07,0.007
04-24-2018,-1.3,0.64,1.02,0.04,0.2,0.007
04-25-2018,0.11,-0.28,0.06,0.41,0.21,0.007
04-26-2018,0.95,-0.56,-0.85,-0.58,-0.51,0.007
04-27-2018,0.01,-0.26,0.04,0.53,0.11,0.007
04-30-2018,-0.81,-0.07,-0.09,-0.4,-0.03,0.007
05-01-2018,0.25,0.25,-0.53,-0.02,-1.02,0.006
05-02-2018,-0.62,1.25,-0.35,0.04,-0.04,0.006
05-03-2018,-0.25,-0.61,-0.15,0.04,-0.12,0.006
05-04-2018,1.3,-0.03,-0.2,-0.4,0.07,0.006
05-07-2018,0.41,0.38,-0.33,-0.55,-0.32,0.006
05-08-2018,0.07,0.5,0.23,-0.29,0.08,0.006
05-09-2018,0.9,-0.26,0.25,-0.92,-0.03,0.006
05-10-2018,0.85,-0.38,-0.04,0.24,-0.31,0.006
05-11-2018,0.19,0.13,-0.38,0.26,0.12,0.006
05-14-2018,0.05,-0.3,0.11,-0.21,0.52,0.006
05-15-2018,-0.55,0.71,0.4,-0.07,0.42,0.006
05-16-2018,0.5,0.69,-0.25,0.36,0.11,0.006
05-17-2018,0.01,0.87,0.29,-0.37,0.3,0.006
