Date,Date,,,,,,Price,Open,High,Low,Vol.,Change %
10-03-2023,10,3,2023,,,3/10/2023,0.47,0.475,0.48,0.465,1.37M,-2.08%
09/29/2023,9,,,29,2023,29/9/2023,0.48,0.48,0.49,0.475,429.91K,0.00%
09/28/2023,9,,,28,2023,28/9/2023,0.48,0.49,0.49,0.48,1.35M,-2.04%
09/27/2023,9,,,27,2023,27/9/2023,0.49,0.48,0.495,0.47,1.47M,2.08%
09/26/2023,9,,,26,2023,26/9/2023,0.48,0.475,0.485,0.475,1.26M,0.00%
09/25/2023,9,,,25,2023,25/9/2023,0.48,0.49,0.49,0.475,1.09M,-1.03%
09/22/2023,9,,,22,2023,22/9/2023,0.485,0.475,0.49,0.475,674.25K,1.04%
09/21/2023,9,,,21,2023,21/9/2023,0.48,0.49,0.49,0.475,1.43M,-2.04%
09/20/2023,9,,,20,2023,20/9/2023,0.49,0.48,0.49,0.475,959.00K,2.08%
09/19/2023,9,,,19,2023,19/9/2023,0.48,0.495,0.495,0.48,1.08M,0.00%
09/18/2023,9,,,18,2023,18/9/2023,0.48,0.495,0.5,0.48,2.84M,-3.03%
09/15/2023,9,,,15,2023,15/9/2023,0.495,0.485,0.51,0.485,2.05M,1.02%
09/14/2023,9,,,14,2023,14/9/2023,0.49,0.49,0.5,0.485,1.31M,-1.01%
09/13/2023,9,,,13,2023,13/9/2023,0.495,0.52,0.52,0.495,3.28M,-1.00%
09-12-2023,9,12,2023,,,12/9/2023,0.5,0.52,0.53,0.5,3.13M,-3.85%
09-11-2023,9,11,2023,,,11/9/2023,0.52,0.52,0.54,0.5,3.82M,0.00%
09-07-2023,9,7,2023,,,7/9/2023,0.52,0.51,0.52,0.5,2.36M,0.00%
09-06-2023,9,6,2023,,,6/9/2023,0.52,0.5,0.52,0.5,2.23M,4.00%
09-05-2023,9,5,2023,,,5/9/2023,0.5,0.51,0.52,0.5,1.54M,0.00%
09-04-2023,9,4,2023,,,4/9/2023,0.5,0.5,0.52,0.495,3.40M,1.01%
08/31/2023,8,,,31,2023,31/8/2023,0.495,0.48,0.495,0.48,1.43M,3.13%
08/30/2023,8,,,30,2023,30/8/2023,0.48,0.52,0.52,0.47,9.95M,-4.00%
08/29/2023,8,,,29,2023,29/8/2023,0.5,0.53,0.54,0.5,7.06M,-5.66%
08/28/2023,8,,,28,2023,28/8/2023,0.53,0.55,0.57,0.52,3.96M,-1.85%
08/25/2023,8,,,25,2023,25/8/2023,0.54,0.54,0.55,0.53,1.33M,-1.82%
08/24/2023,8,,,24,2023,24/8/2023,0.55,0.55,0.56,0.54,1.19M,3.77%
08/23/2023,8,,,23,2023,23/8/2023,0.53,0.55,0.55,0.52,991.26K,-1.85%
08/22/2023,8,,,22,2023,22/8/2023,0.54,0.54,0.55,0.52,2.74M,0.00%
08/21/2023,8,,,21,2023,21/8/2023,0.54,0.56,0.57,0.54,4.11M,-5.26%
08/18/2023,8,,,18,2023,18/8/2023,0.57,0.58,0.58,0.56,2.03M,-1.72%
08/17/2023,8,,,17,2023,17/8/2023,0.58,0.57,0.58,0.55,2.49M,0.00%
08/16/2023,8,,,16,2023,16/8/2023,0.58,0.58,0.59,0.56,4.14M,0.00%
08/15/2023,8,,,15,2023,15/8/2023,0.58,0.58,0.59,0.57,1.74M,0.00%
08/14/2023,8,,,14,2023,14/8/2023,0.58,0.58,0.6,0.56,5.35M,-3.33%
08-11-2023,8,11,2023,,,11/8/2023,0.6,0.6,0.61,0.57,4.98M,0.00%
08-10-2023,8,10,2023,,,10/8/2023,0.6,0.59,0.61,0.59,1.87M,0.00%
08-09-2023,8,9,2023,,,9/8/2023,0.6,0.59,0.6,0.58,1.40M,1.69%
08-08-2023,8,8,2023,,,8/8/2023,0.59,0.62,0.62,0.57,6.47M,-4.84%
08-07-2023,8,7,2023,,,7/8/2023,0.62,0.62,0.63,0.6,2.42M,-1.59%
08-04-2023,8,4,2023,,,4/8/2023,0.63,0.67,0.68,0.61,11.16M,-4.55%
08-03-2023,8,3,2023,,,3/8/2023,0.66,0.66,0.69,0.65,8.19M,0.00%
08-02-2023,8,2,2023,,,2/8/2023,0.66,0.66,0.67,0.63,5.75M,-1.49%
08-01-2023,8,1,2023,,,1/8/2023,0.67,0.6,0.68,0.6,16.96M,11.67%
07/31/2023,7,,,31,2023,31/7/2023,0.6,0.56,0.6,0.56,4.74M,7.14%
07/28/2023,7,,,28,2023,28/7/2023,0.56,0.57,0.59,0.56,5.59M,-3.45%
07/27/2023,7,,,27,2023,27/7/2023,0.58,0.59,0.6,0.58,1.47M,-1.69%
07/26/2023,7,,,26,2023,26/7/2023,0.59,0.58,0.59,0.57,1.09M,1.72%
07/25/2023,7,,,25,2023,25/7/2023,0.58,0.6,0.6,0.57,3.38M,0.00%
07/24/2023,7,,,24,2023,24/7/2023,0.58,0.58,0.6,0.57,3.89M,-3.33%
07/21/2023,7,,,21,2023,21/7/2023,0.6,0.6,0.6,0.58,1.96M,0.00%
07/20/2023,7,,,20,2023,20/7/2023,0.6,0.59,0.63,0.58,7.80M,1.69%
07/19/2023,7,,,19,2023,19/7/2023,0.59,0.56,0.6,0.55,6.65M,3.51%
07/18/2023,7,,,18,2023,18/7/2023,0.57,0.55,0.57,0.55,1.59M,0.00%
07/14/2023,7,,,14,2023,14/7/2023,0.57,0.56,0.57,0.55,2.48M,1.79%
07/13/2023,7,,,13,2023,13/7/2023,0.56,0.56,0.59,0.54,7.25M,0.00%
07-12-2023,7,12,2023,,,12/7/2023,0.56,0.54,0.57,0.54,4.41M,1.82%
07-11-2023,7,11,2023,,,11/7/2023,0.55,0.54,0.56,0.53,2.73M,-1.79%
07-10-2023,7,10,2023,,,10/7/2023,0.56,0.57,0.58,0.54,3.16M,-1.75%
07-07-2023,7,7,2023,,,7/7/2023,0.57,0.58,0.58,0.55,1.57M,-1.72%
07-06-2023,7,6,2023,,,6/7/2023,0.58,0.55,0.59,0.52,9.34M,3.57%
07-05-2023,7,5,2023,,,5/7/2023,0.56,0.56,0.57,0.55,2.97M,0.00%
07-04-2023,7,4,2023,,,4/7/2023,0.56,0.56,0.57,0.54,2.49M,1.82%
07-03-2023,7,3,2023,,,3/7/2023,0.55,0.53,0.57,0.52,4.63M,3.77%
06/30/2023,6,,,30,2023,30/6/2023,0.53,0.54,0.54,0.52,1.06M,-1.85%
06/29/2023,6,,,29,2023,29/6/2023,0.54,0.54,0.54,0.52,1.16M,0.00%
06/28/2023,6,,,28,2023,28/6/2023,0.54,0.53,0.56,0.52,2.70M,0.00%
06/27/2023,6,,,27,2023,27/6/2023,0.54,0.52,0.56,0.52,3.45M,3.85%
06/26/2023,6,,,26,2023,26/6/2023,0.52,0.54,0.54,0.5,2.65M,-1.89%
06/23/2023,6,,,23,2023,23/6/2023,0.53,0.53,0.54,0.51,1.80M,-1.85%
06/21/2023,6,,,21,2023,21/6/2023,0.54,0.6,0.6,0.52,10.37M,-12.90%
06/20/2023,6,,,20,2023,20/6/2023,0.62,0.61,0.64,0.59,6.91M,1.64%
06/19/2023,6,,,19,2023,19/6/2023,0.61,0.56,0.63,0.54,16.38M,8.93%
06/16/2023,6,,,16,2023,16/6/2023,0.56,0.485,0.62,0.485,27.27M,14.29%
06/15/2023,6,,,15,2023,15/6/2023,0.49,0.485,0.5,0.48,1.73M,2.08%
06/14/2023,6,,,14,2023,14/6/2023,0.48,0.485,0.495,0.48,601.32K,-2.04%
06/13/2023,6,,,13,2023,13/6/2023,0.49,0.48,0.5,0.48,2.46M,2.08%
06-12-2023,6,12,2023,,,12/6/2023,0.48,0.475,0.485,0.465,1.23M,2.13%
06-09-2023,6,9,2023,,,9/6/2023,0.47,0.465,0.48,0.46,1.36M,1.08%
06-08-2023,6,8,2023,,,8/6/2023,0.465,0.47,0.48,0.46,2.74M,-4.12%
06-07-2023,6,7,2023,,,7/6/2023,0.485,0.495,0.495,0.465,4.28M,-1.02%
06-06-2023,6,6,2023,,,6/6/2023,0.49,0.495,0.5,0.48,3.74M,-2.00%
