Date,Date,,,,,,Price,Open,High,Low,Vol.,Change %
08-04-2025,8,4,2025,,,4/8/2025,989.8,980,997,971.65,1.28M,1.77%
08-01-2025,8,1,2025,,,1/8/2025,972.6,988.8,"1,007.65",968,1.80M,-1.23%
07/31/2025,7,,,31,2025,31/7/2025,984.7,985.5,"1,007.50",980.1,2.06M,-2.48%
07/30/2025,7,,,30,2025,30/7/2025,"1,009.70","1,020.00","1,024.50","1,007.00",1.37M,-0.58%
07/29/2025,7,,,29,2025,29/7/2025,"1,015.60","1,007.00","1,022.90",993.5,3.49M,1.17%
07/28/2025,7,,,28,2025,28/7/2025,"1,003.90",979.7,"1,013.60",979,4.05M,2.87%
07/25/2025,7,,,25,2025,25/7/2025,975.9,"1,021.80","1,021.80",973,2.52M,-4.39%
07/24/2025,7,,,24,2025,24/7/2025,"1,020.70","1,035.00","1,037.10","1,017.70",1.30M,-1.28%
07/23/2025,7,,,23,2025,23/7/2025,"1,033.90","1,018.40","1,038.30","1,017.00",1.73M,1.99%
07/22/2025,7,,,22,2025,22/7/2025,"1,013.70","1,037.00","1,042.20","1,006.60",1.33M,-2.21%
07/21/2025,7,,,21,2025,21/7/2025,"1,036.60","1,031.20","1,042.10","1,024.10",877.28K,0.62%
07/18/2025,7,,,18,2025,18/7/2025,"1,030.20","1,042.70","1,051.00","1,024.40",1.79M,-1.90%
07/17/2025,7,,,17,2025,17/7/2025,"1,050.10","1,039.00","1,054.90","1,033.40",2.30M,1.11%
07/16/2025,7,,,16,2025,16/7/2025,"1,038.60","1,033.10","1,049.50","1,033.10",2.55M,0.53%
07/15/2025,7,,,15,2025,15/7/2025,"1,033.10","1,027.00","1,042.00","1,026.00",2.06M,0.70%
07/14/2025,7,,,14,2025,14/7/2025,"1,025.90",995.8,"1,036.00",994.2,5.13M,3.08%
07-11-2025,7,11,2025,,,11/7/2025,995.2,999.8,"1,010.90",985.2,1.85M,-0.06%
07-10-2025,7,10,2025,,,10/7/2025,995.8,999.7,"1,007.90",992.3,1.06M,0.06%
07-09-2025,7,9,2025,,,9/7/2025,995.2,997.1,"1,011.00",993.2,1.48M,0.32%
07-08-2025,7,8,2025,,,8/7/2025,992,991.8,"1,005.00",981.3,1.07M,0.09%
07-07-2025,7,7,2025,,,7/7/2025,991.1,997,998.8,988.7,863.08K,-0.57%
07-04-2025,7,4,2025,,,4/7/2025,996.8,"1,012.00","1,012.00",990,1.57M,-1.16%
07-03-2025,7,3,2025,,,3/7/2025,"1,008.50","1,023.00","1,023.70","1,005.00",1.23M,-1.03%
07-02-2025,7,2,2025,,,2/7/2025,"1,019.00","1,020.00","1,031.40","1,012.10",1.31M,0.32%
07-01-2025,7,1,2025,,,1/7/2025,"1,015.70","1,030.00","1,038.00","1,007.20",1.84M,-0.97%
06/30/2025,6,,,30,2025,30/6/2025,"1,025.60","1,020.00","1,034.50","1,015.10",2.02M,0.98%
06/27/2025,6,,,27,2025,27/6/2025,"1,015.60",994.4,"1,046.90",993,6.04M,2.38%
06/26/2025,6,,,26,2025,26/6/2025,992,984,993.5,976.1,2.25M,1.11%
06/25/2025,6,,,25,2025,25/6/2025,981.1,987,997,979.5,2.29M,-0.63%
06/24/2025,6,,,24,2025,24/6/2025,987.3,975,"1,001.90",974,3.50M,2.79%
06/23/2025,6,,,23,2025,23/6/2025,960.5,939.8,964.9,935,1.73M,1.35%
06/20/2025,6,,,20,2025,20/6/2025,947.7,938,959.4,936,3.31M,1.47%
06/19/2025,6,,,19,2025,19/6/2025,934,970,973.4,929,2.42M,-3.60%
06/18/2025,6,,,18,2025,18/6/2025,968.9,977.5,985.6,963.2,1.63M,-0.88%
